id,title,genres,runtime,release_date,vote_average,vote_count,revenue,budget
516,50 First Dates,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",99.0,2004-02-13,6.6,2105,196482882,75000000
517,Hairspray,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",117.0,2007-07-13,6.5,709,90450008,50000000
518,Exorcist: The Beginning,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",114.0,2004-08-20,4.7,183,78000586,80000000
519,Inspector Gadget,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",78.0,1999-07-23,4.3,318,0,75000000
520,Now You See Me,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",115.0,2013-05-29,7.3,5487,117698894,75000000
521,Grown Ups,"[{""id"": 35, ""name"": ""Comedy""}]",102.0,2010-06-24,6.0,1705,271430189,80000000
522,The Terminal,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",128.0,2004-06-17,7.0,1910,219417255,60000000
523,Hotel for Dogs,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",100.0,2009-01-16,5.7,202,73034460,35000000
524,Vertical Limit,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",124.0,2000-12-08,5.9,283,215663859,75000000
525,Charlie Wilson's War,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",102.0,2007-12-19,6.5,338,119000410,75000000
526,Shark Tale,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",90.0,2004-09-20,5.8,1557,367275019,75000000
527,Dreamgirls,"[{""id"": 18, ""name"": ""Drama""}]",134.0,2006-12-25,6.6,284,154937680,70000000
528,Be Cool,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",118.0,2005-03-04,5.4,292,95226116,53000000
529,Munich,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",164.0,2005-12-22,6.9,696,130358911,70000000
530,Tears of the Sun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",121.0,2003-03-07,6.4,573,85632458,70000000
531,Killers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",100.0,2010-06-04,5.7,772,98159963,75000000
532,The Man from U.N.C.L.E.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",116.0,2015-08-13,7.1,2265,108145109,75000000
533,Spanglish,"[{""id"": 35, ""name"": ""Comedy""}]",130.0,2004-12-17,5.8,369,55041367,80000000
534,Monster House,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",91.0,2006-07-21,6.3,874,140175006,75000000
535,Bandits,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",123.0,2001-10-12,6.2,302,67631903,75000000
536,First Knight,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",134.0,1995-07-07,5.9,311,127600435,55000000
537,Anna and the King,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",148.0,1999-12-16,6.4,197,0,75000000
538,Immortals,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",110.0,2011-11-10,5.7,880,226904017,75000000
539,Hostage,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",113.0,2005-03-09,6.2,512,77944725,52000000
540,Titan A.E.,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",94.0,2000-06-16,6.3,313,36754634,75000000
541,Hollywood Homicide,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",116.0,2003-06-09,5.0,166,51142659,75000000
542,Soldier,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 878, ""name"": ""Science Fiction""}]",99.0,1998-10-23,6.1,221,14567883,75000000
543,Carriers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",84.0,2009-09-04,5.8,282,5802422,0
544,Monkeybone,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",93.0,2001-02-23,4.3,78,5409517,75000000
545,Flight of the Phoenix,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",113.0,2004-12-17,5.7,276,21009180,45000000
546,Unbreakable,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",106.0,2000-11-13,6.9,1946,248118121,75000000
547,Minions,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",91.0,2015-06-17,6.4,4571,1156730962,74000000
548,Sucker Punch,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",110.0,2011-03-24,5.9,1623,89792502,82000000
549,Snake Eyes,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",98.0,1998-08-07,5.8,327,103891409,73000000
550,Sphere,"[{""id"": 878, ""name"": ""Science Fiction""}]",134.0,1998-02-13,5.8,476,13100000,75000000
551,The Angry Birds Movie,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",97.0,2016-05-11,5.9,1022,349779543,73000000
552,Fool's Gold,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",112.0,2008-02-07,5.4,444,111231041,70000000
553,Funny People,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",146.0,2009-07-31,5.7,390,61458982,75000000
554,The Kingdom,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",110.0,2007-08-22,6.5,513,86658558,70000000
555,Talladega Nights: The Ballad of Ricky Bobby,"[{""id"": 35, ""name"": ""Comedy""}]",116.0,2006-08-04,6.2,491,162966177,72500000
556,Dr. Dolittle 2,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",87.0,2001-06-22,4.9,410,176104344,70000000
557,Braveheart,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",177.0,1995-05-24,7.7,3336,210000000,72000000
558,Jarhead,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",125.0,2005-11-04,6.6,765,96889998,72000000
559,The Simpsons Movie,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",87.0,2007-07-25,6.9,2264,527068851,75000000
560,The Majestic,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",152.0,2001-12-21,6.6,188,37317558,72000000
561,Driven,"[{""id"": 28, ""name"": ""Action""}]",116.0,2001-04-27,4.5,179,54744738,94000000
562,Two Brothers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",109.0,2004-04-07,6.9,180,62172050,74500000
563,The Village,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",108.0,2004-07-30,6.2,1071,256697520,60000000
564,Doctor Dolittle,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",85.0,1998-06-22,5.4,686,294456605,71000000
565,Signs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",106.0,2002-08-02,6.4,1599,408247917,72000000
566,Shrek 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",93.0,2004-05-19,6.7,2988,919838758,150000000
567,Cars,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",117.0,2006-06-08,6.6,3877,461983149,120000000
568,Runaway Bride,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",116.0,1999-07-30,5.7,455,309457509,70000000
569,xXx,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",124.0,2002-08-09,5.8,1424,277448382,70000000
570,The SpongeBob Movie: Sponge Out of Water,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",93.0,2015-02-05,5.8,719,311594032,74000000
571,Ransom,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",117.0,1996-11-08,6.4,470,309492681,80000000
572,Inglourious Basterds,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",153.0,2009-08-18,7.9,6430,319131050,70000000
573,Hook,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",144.0,1991-12-11,6.6,1532,300854823,70000000
574,Die Hard 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",124.0,1990-07-02,6.6,1896,240031094,70000000
575,S.W.A.T.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",117.0,2003-08-08,5.8,770,116643346,80000000
576,Vanilla Sky,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",136.0,2001-12-10,6.5,1078,203388341,68000000
577,Lady in the Water,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",110.0,2006-07-21,5.3,409,42285169,75000000
578,AVP: Alien vs. Predator,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",101.0,2004-08-12,5.5,1217,171183863,70000000
579,Alvin and the Chipmunks: The Squeakquel,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",88.0,2009-12-21,5.4,666,443140005,75000000
580,We Were Soldiers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",138.0,2002-03-01,6.7,521,114660784,75000000
581,Olympus Has Fallen,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",120.0,2013-03-20,6.2,2981,161025640,70000000
582,Star Trek: Insurrection,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",103.0,1998-12-10,6.3,391,118000000,70000000
583,Battle: Los Angeles,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",116.0,2011-03-08,5.5,1448,202466756,70000000
584,Big Fish,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",125.0,2003-12-25,7.6,1994,122919055,70000000
585,Wolf,"[{""id"": 14, ""name"": ""Fantasy""}]",125.0,1994-06-17,6.0,216,0,0
586,War Horse,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",146.0,2011-12-25,7.0,992,177584879,66000000
587,The Monuments Men,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]",118.0,2014-01-24,5.8,1523,154984035,70000000
588,The Abyss,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",139.0,1989-08-09,7.1,808,90000098,70000000
589,Wall Street: Money Never Sleeps,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",133.0,2010-09-02,5.8,493,134748021,70000000
590,Dracula Untold,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",92.0,2014-10-01,6.2,2389,215529201,70000000
591,The Siege,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",116.0,1998-11-06,6.0,352,116672912,70000000
592,Stardust,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",127.0,2007-08-09,7.1,1184,135560026,70000000
593,Seven Years in Tibet,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",136.0,1997-09-12,7.0,630,131457682,70000000
594,The Dilemma,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",111.0,2011-01-13,5.2,304,67112664,70000000
595,Bad Company,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",116.0,2002-06-07,5.4,228,65977295,70000000
596,Doom,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",105.0,2005-10-20,5.0,609,55987321,60000000
597,I Spy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",97.0,2002-10-31,5.2,269,33561137,70000000
598,Underworld: Awakening,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",88.0,2012-01-19,6.1,1862,160112671,70000000
599,Rock of Ages,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",123.0,2012-06-13,6.0,385,59418613,75000000
600,Hart's War,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",125.0,2002-02-15,5.9,241,32287044,70000000
601,Killer Elite,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",116.0,2011-09-23,6.1,695,57777106,66000000
602,Rollerball,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",98.0,2002-02-08,3.4,106,0,0
603,Ballistic: Ecks vs. Sever,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",91.0,2002-09-20,4.3,97,19924033,70000000
604,Hard Rain,"[{""id"": 53, ""name"": ""Thriller""}]",97.0,1998-01-16,5.5,179,19870567,70000000
605,Osmosis Jones,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",95.0,2001-08-07,5.9,228,13596911,75000000
606,Legends of Oz: Dorothy's Return,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",88.0,2013-06-13,5.9,43,18662027,70000000
607,Blackhat,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",133.0,2015-01-13,5.1,826,17752940,70000000
608,Sky Captain and the World of Tomorrow,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",107.0,2004-09-17,5.7,439,57958696,70000000
609,Basic Instinct 2,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",114.0,2006-03-29,4.6,180,38629478,70000000
610,Escape Plan,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",115.0,2013-10-09,6.7,1659,122915111,50000000
611,The Legend of Hercules,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",99.0,2014-01-10,4.4,533,61279452,70000000
612,The Sum of All Fears,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",124.0,2002-05-31,5.9,437,193000000,68000000
613,The Twilight Saga: Eclipse,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",124.0,2010-06-23,5.8,2301,698491347,68000000
614,The Score,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",124.0,2001-07-13,6.7,423,71069884,68000000
615,Despicable Me,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",95.0,2010-07-08,7.1,6478,543513985,69000000
616,Money Train,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",103.0,1995-11-21,5.4,222,35431113,60000000
617,Ted 2,"[{""id"": 35, ""name"": ""Comedy""}]",115.0,2015-06-25,6.2,2463,217022588,68000000
618,Agora,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",127.0,2009-05-17,6.9,395,39041505,70000000
619,Mystery Men,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",121.0,1999-08-06,5.7,250,29762011,68000000
620,Hall Pass,"[{""id"": 35, ""name"": ""Comedy""}]",105.0,2011-02-25,5.4,611,83160734,36000000
621,The Insider,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",157.0,1999-10-28,7.3,481,60289912,90000000
622,The Finest Hours,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",114.0,2016-01-25,6.3,588,52099090,80000000
623,Body of Lies,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",128.0,2008-10-10,6.5,895,113280098,70000000
624,Dinner for Schmucks,"[{""id"": 35, ""name"": ""Comedy""}]",114.0,2010-07-30,5.5,531,86387857,69000000
625,Abraham Lincoln: Vampire Hunter,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",94.0,2012-06-20,5.5,1269,112265139,69000000
626,Entrapment,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",112.0,1999-04-29,6.0,602,212404396,66000000
627,The X Files,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",121.0,1998-06-19,6.6,488,189198313,66000000
628,The Last Legion,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",102.0,2007-04-19,5.0,207,25303038,67000000
629,Saving Private Ryan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",169.0,1998-07-24,7.9,5048,481840909,70000000
630,Need for Speed,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",130.0,2014-03-13,6.1,1520,203277636,66000000
